ROOT First Person Player active=False path=First Person Player
  First Person Player activeSelf=False active=False components=Transform;CharacterController;Music1;Music;PlayerMovement;Tab;Sound2;Stop;Test4
  First Person Player/Main Camera activeSelf=True active=False components=Transform;Camera;Rigidbody;MouseLook;Skybox
  First Person Player/GroundCheak activeSelf=True active=False components=Transform
  First Person Player/Audio Source activeSelf=False active=False components=Transform;AudioSource;AudioListener
ROOT Canvas active=True path=Canvas
  Canvas activeSelf=True active=True components=RectTransform;Canvas
  Canvas/RawImage activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=准星
  Canvas/RawImage 3 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=小刀lei
  Canvas/Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=lei
  Canvas/RawImage 4 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=大厅
  Canvas/RawImage 4/RawImage 5 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=载入工地
  Canvas/RawImage 4/RawImage 5/Text activeSelf=True active=True components=RectTransform;CanvasRenderer;Text text="0%"
  Canvas/RawImage 4/RawImage 5/Image activeSelf=True active=True components=RectTransform;CanvasRenderer;Image;test1 sprite=进度条
ROOT Canvas active=False path=Canvas
  Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=雷达
  Canvas/RawImage 1 activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=比分
  Canvas/RawImage 2 activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=雷达1
ROOT Canvas active=False path=Canvas
  Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=退出
  Canvas/123 activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound sprite=UISprite
  Canvas/Button0 activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound;JiXu2 sprite=UISprite
  Canvas/Button . activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound;FanjianGDdao sprite=UISprite
ENVIRONMENT camera=(188.50, 440.35, 143.78) skybox=Skybox
  OVERHEAD Cube (4) distance=16.31 bounds=Center: (191.12, 456.96, 131.29), Extents: (3.50, 0.30, 16.00) material=墙壁爱给
  OVERHEAD 金字塔/Obj3d66-577096-76-388 distance=3.71 bounds=Center: (174.98, 444.46, 143.17), Extents: (19.04, 0.40, 5.78) material=New Material
  OPEN_SPAWN (154.68, 458.46, 73.14) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 79.97) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 86.81) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 93.65) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 100.49) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 107.32) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 114.16) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 121.00) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 127.84) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 134.67) ground=Cube (5)
  OPEN_SPAWN (154.68, 458.46, 141.51) ground=Cube (5)
  OPEN_SPAWN (159.72, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (159.72, 458.46, 73.14) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 79.97) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 86.81) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 93.65) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 100.49) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 107.32) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 114.16) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 121.00) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 127.84) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 134.67) ground=Cube (5)
  OPEN_SPAWN (159.72, 458.46, 141.51) ground=Cube (5)
  OPEN_SPAWN (159.72, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (164.75, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (164.75, 446.06, 73.14) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (164.75, 446.06, 79.97) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (164.75, 438.40, 86.81) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 438.40, 93.65) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 441.60, 100.49) ground=金字塔/Obj3d66-577096-19-464
  OPEN_SPAWN (164.75, 438.40, 107.32) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 440.36, 114.16) ground=金字塔/Obj3d66-577096-24-79
  OPEN_SPAWN (164.75, 438.40, 121.00) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 438.40, 127.84) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 438.40, 134.67) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (164.75, 446.06, 141.51) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (164.75, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (169.79, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (169.79, 446.06, 73.14) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (169.79, 446.06, 79.97) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (169.79, 438.40, 86.81) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 438.40, 93.65) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 438.40, 100.49) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 438.40, 107.32) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 438.40, 114.16) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 441.40, 121.00) ground=金字塔/Group-577096-172/Obj3d66-577096-121-593
  OPEN_SPAWN (169.79, 438.40, 127.84) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 438.40, 134.67) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (169.79, 458.51, 141.51) ground=Cube (1)
  OPEN_SPAWN (169.79, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (174.83, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (174.83, 446.06, 73.14) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (174.83, 446.06, 79.97) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (174.83, 438.40, 86.81) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (174.83, 438.40, 93.65) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (174.83, 441.55, 100.49) ground=金字塔/Obj3d66-577096-13-738
  OPEN_SPAWN (174.83, 438.40, 107.32) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (174.83, 440.21, 114.16) ground=金字塔/Obj3d66-577096-21-536
  OPEN_SPAWN (174.83, 441.40, 121.00) ground=金字塔/Group-577096-172/Obj3d66-577096-121-593
  OPEN_SPAWN (174.83, 438.40, 127.84) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (174.83, 438.40, 134.67) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (174.83, 458.51, 141.51) ground=Cube (1)
  OPEN_SPAWN (174.83, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
